"","latitude","longitude","reviewCount","checkins"
"1457",36.238361,-115.154932,10,5
"4575",36.1138571,-115.1370379,14,11
"11091",36.1585157,-115.3171931,45,39
"11065",33.6004182,-112.2826375,10,39
"3064",33.3183691,-111.9276449,9,8
"719",43.0731927,-89.3821939,5,4
"4782",45.517428,-73.5682231,22,12
"2262",33.652158,-112.257284,9,7
"17258",36.14574319,-115.188286,55,118
"11159",33.698742,-112.140327,15,39
"13731",33.4725826,-112.2208449,18,61
"20925",35.08876238,-80.87178247,28,265
"23201",33.6780427,-111.9786993,182,563
"18762",33.70010161,-111.9248213,79,160
"19774",36.0627978,-115.2427746,14,200
"12246",33.392844,-111.8423087,32,47
"8610",35.094831,-80.86492,6,25
"9950",33.386429,-112.072962,10,32
"2173",42.990342,-89.53562,4,6
"6051",55.95734496,-3.207492828,3,15
"13051",33.390567,-111.6903269,11,54
"24716",33.4943638,-111.9255164,111,2708
"175",33.376439,-111.858669,9,3
"713",55.9500511,-3.1874856,3,4
"8659",33.353098,-111.45531,17,26
"9677",55.9468452,-3.1915004,46,31
"22648",36.0664865,-115.0465995,122,449
"8320",45.5150378,-73.5632451,6,24
"7180",36.1909406,-115.3072017,7,19
"10986",36.1656093,-115.0619087,6,38
"4341",43.4758781,-80.5178879,4,11
"14640",33.797531,-111.976648,6,71
"14665",36.072137,-115.206948,5,72
"18761",35.0534135,-80.8518602,77,160
"21014",33.4552907,-111.9878697,44,272
"15029",40.0935532,-88.2376606,46,77
"11805",33.437771,-112.42551,37,44
"20912",36.0655776,-115.0465752,57,265
"18050",36.26325944,-115.1175844,3,138
"8535",36.160499,-115.172372,4,25
"24006",36.15830213,-115.2035272,52,901
"20412",33.30547,-111.966489,41,231
"6493",33.6154722,-112.3212546,18,17
"12553",45.498396,-73.5777306,19,50
"17974",36.10119446,-115.2257656,46,136
"4159",35.22548371,-80.84575971,6,10
"6034",33.5056116,-112.0475272,3,15
"15238",36.1946907,-115.024292,4,79
"9679",33.3027643,-111.842356,5,31
"8005",55.9463234,-3.1851895,36,23
"2802",43.0734435,-89.3961584,21,8
"16656",33.3928411,-111.9423676,55,105
"16527",32.87974,-111.7253455,28,102
"3739",36.2386502,-115.1190076,3,9
"17487",36.0620363,-115.223372,17,123
"19964",35.09758026,-80.77920914,108,209
"5835",33.700033,-111.888462,18,15
"20813",33.531283,-112.013534,16,257
"3588",33.4356179,-111.9980804,3,9
"23923",35.198027,-80.852998,235,849
"14557",33.4948744,-112.1282186,28,70
"16901",33.4916953,-112.0734977,96,110
"14550",35.20269312,-80.84556833,10,70
"18575",33.4057406,-111.9788325,20,154
"11827",36.17145,-115.145281,11,44
"14961",33.63739005,-112.4252274,5,75
"20952",36.06765427,-115.1767037,62,267
"11614",33.4996635,-111.9276467,14,42
"21946",33.3184674,-111.9682552,135,352
"19235",33.6395468,-112.1232495,61,178
"3512",36.11474572,-115.3082806,4,9
"14173",36.106704,-115.176915,31,66
"4645",35.1710507,-80.6609085,17,12
"5867",40.44130908,-80.00280082,9,15
"17947",33.6416539,-112.1002233,29,135
"3280",45.499918,-73.566459,7,8
"13763",36.2769543,-115.2077936,42,61
"10189",33.640077,-112.001065,5,33
"7574",33.4153291,-111.9185086,27,21
"19406",33.4500958,-111.684331,67,185
"1775",33.826909,-111.919279,3,6
"6697",40.440034,-80.088996,3,18
"7190",55.9627608,-3.1779086,32,19
"20344",36.0636178,-115.2519982,76,227
"19789",33.637677,-112.226663,68,201
"19535",33.335917,-111.8088752,15,189
"3552",55.9462716,-3.1892251,5,9
"23647",36.10313928,-115.2016926,203,713
"13349",35.054283,-80.852313,13,57
"18869",36.1134879,-115.152279,84,164
"19849",36.29306968,-115.180398,77,204
"18815",40.4415388,-79.9564405,19,162
"897",36.17030844,-115.1458076,3,4
"18779",36.0416966,-115.1838488,38,161
"4953",55.9486409,-3.1941658,18,12
"10579",36.06111,-115.033483,5,36
"10347",33.4154253,-111.8417891,10,34
"24052",36.239566,-115.116445,31,928
"21854",35.2202136,-80.8133676,51,341
"6148",33.594561,-111.7126629,19,16
"15339",33.63988532,-111.9956595,36,81
"6454",33.5096926,-112.1005137,10,17
"20719",35.0531562,-80.8471264,48,250
"19280",33.36115289,-111.7899871,99,180
"7940",33.412376,-111.546801,5,22
"14047",36.1008286,-115.1340369,7,64
"13969",36.1135019,-115.163603,10,63
"3833",35.282594,-80.764065,5,10
"18548",45.5149154,-73.5627304,119,153
"15470",43.0606624,-89.5121813,50,83
"6364",33.4614848,-112.327888,12,16
"6254",36.1137594,-115.099806,3,16
"3073",36.196201,-115.10464,5,8
"20647",33.4797626,-112.0914029,84,246
"18744",36.14201,-115.22474,25,159
"14671",33.451715,-112.091917,31,72
"16073",35.0878142,-80.8454082,43,93
"3004",45.4410742,-73.8862709,4,8
"22417",33.465504,-112.08241,31,408
"20138",36.2182929,-115.2442251,89,217
"8330",45.5154613,-73.5588507,3,24
"18534",36.196418,-115.034501,23,153
"12540",43.0968907,-89.4949394,21,50
"22693",33.34849942,-111.9537306,4,455
"11010",33.4516709,-111.747846,9,38
"1654",36.1443349,-115.196128,4,5
"18631",33.71185496,-112.2758123,15,156
"1681",33.407138,-111.872612,3,5
"24475",33.4537869,-111.927166,700,1543
"16756",33.539416,-112.356752,6,106
"20788",33.5561571,-111.8987016,111,256
"12004",45.5041496,-73.5682305,8,45
"15139",33.436594,-111.684922,32,78
"148",45.50361,-73.571405,3,3
"2157",43.1847762,-89.2641384,5,6
"22141",33.597619,-111.978701,57,371
"3656",33.625972,-112.134316,4,9
"15109",40.4508375,-79.9839077,60,78
"18909",33.4483266,-112.0735793,59,165
"12679",36.219859,-115.250331,27,51
"957",33.4842799,-112.0786556,4,4
"7355",33.394408,-111.718791,13,20
"20676",36.0918639,-115.1751614,89,248
"9242",33.33657,-111.757073,14,28
"15623",35.3400209,-80.7654858,15,86
"10269",33.13561065,-111.5405846,15,34
"11105",45.5160271,-73.557634,7,39
"17287",33.53314943,-112.2604251,28,118
"8006",45.5068603,-73.5529217,22,23
"13878",55.9389472,-3.1800193,14,62
"4680",36.1295515,-115.1114989,6,12
"24238",33.423078,-111.940182,292,1111
"21458",33.5094711,-112.0155177,184,305
"6140",45.5569427,-73.7252998,6,16
"2507",33.6988429,-112.101312,12,7
"5227",36.1146707,-115.1355152,4,13
"17111",36.163934,-115.310497,15,114
"20990",33.466106,-112.081819,41,270
"603",33.440412,-111.772257,8,4
"5087",36.15748,-115.079768,5,13
"4003",45.5425777,-73.5502394,6,10
"2613",36.01739848,-115.1536938,4,7
"6646",36.16104555,-115.3335233,10,17
"21593",33.6378275,-112.2182342,45,316
"5292",45.5031658,-73.5740167,5,13
"11387",35.229872,-80.923658,11,41
"17828",33.5008018,-112.0824532,107,132
"5674",36.1727435,-115.1455849,3,14
"1233",33.28735756,-111.9735303,8,5
"21446",33.5962271,-112.0359509,119,304
"3821",43.47521383,-80.52349315,6,10
"23124",36.290313,-115.287318,31,545
"7937",33.2981397,-111.8772073,7,22
"21989",33.4977992,-111.9259521,78,356
"12648",33.4230605,-112.2379634,4,50
"15680",33.448717,-112.059954,84,87
"22859",33.3061359,-111.9019727,177,488
"23618",33.62499281,-111.9262826,147,703
"15879",33.508711,-112.02943,32,90
"1795",45.5331991,-73.5964983,5,6
"4568",33.5941333,-112.3246513,5,11
"6911",33.581204,-111.880688,18,18
"159",40.4956203,-80.0558117,4,3
"1671",45.5407877,-73.613435,4,5
"5202",45.4978288,-73.6251666,12,13
"6838",33.4450348,-112.0703479,10,18
"18644",33.4965858,-111.9302696,72,157
"12530",40.4573222,-79.9290441,15,49
"12694",45.4665976,-73.5667019,13,51
"4999",33.3775906,-112.16516,4,12
"18442",33.3638909,-111.9131101,37,150
"8184",33.3528264,-111.789027,15,23
"2966",43.435331,-80.515547,9,8
"6521",33.60680996,-112.0656504,36,17
"20733",36.1275236,-115.1715003,21,251
"11894",36.26307629,-115.2487191,4,44
"16779",33.3961419,-111.6846412,58,107
"3690",33.563299,-112.258459,5,9
"17855",33.501646,-111.922389,56,132
"22439",33.300506,-111.900786,68,412
"20535",35.202947,-80.760954,111,239
"17107",35.176496,-80.802224,54,114
"20933",33.4797345,-111.909476,26,266
"7949",35.1207541,-80.7282751,7,22
"14359",36.1648301,-115.2444959,12,68
"20730",36.1135548,-115.3073046,43,251
"24700",36.1730572,-115.1450046,367,2556
"23554",33.33599994,-111.8756398,188,674
"6228",33.425938,-111.940346,5,16
"3508",45.5616302,-73.7433243,4,9
"23962",36.19181349,-115.3049848,36,870
"16980",36.17115,-115.145849,44,111
"2849",43.44489232,-80.5059135,5,8
"3544",35.36999289,-80.664095,12,9
"20660",33.5599538,-112.0653058,95,247
"16368",35.22508967,-80.84209956,27,99
"166",33.4075321,-111.9471429,11,3
"739",43.5410635,-80.5031801,3,4
"8555",36.2919185,-115.1809645,5,25
"6724",45.5222283,-73.5844913,22,18
"2654",43.0156595,-89.4807702,8,7
"2486",45.5133497,-73.5710369,13,7
"21558",35.2947102,-80.7556509,24,313
"10767",35.2429627,-81.0376407,15,37
"11033",55.9272813,-3.1637521,14,38
"19287",35.0274078,-80.9686089,60,180
"2471",45.50456567,-73.81806201,4,7
"73",55.9432773,-3.1829209,27,3
"7044",43.1025123,-89.3499824,24,19
"12892",36.142229,-115.156483,54,53
"21948",36.0719011,-115.0825455,81,352
"1023",35.174778,-80.839997,10,4
"24173",36.09863906,-115.2424613,189,1030
"6648",45.5348293,-73.6002691,9,17
"14594",33.4593253,-112.3588124,13,71
"23595",35.212876,-80.819098,101,693
"490",40.444318,-79.994009,3,3
"6893",33.63834675,-112.3757172,3,18
"15862",43.082053,-89.3664299,75,90
"3232",35.02665099,-80.84022928,5,8
"8190",36.1130431,-115.1194493,3,23
"10069",33.62864677,-111.8920458,18,33
"2047",35.116789,-80.719317,3,6
"24293",33.510034,-112.0241743,338,1190
"20675",33.450332,-111.702783,6,247
"20885",36.057032,-115.235618,27,263
"12369",55.95815578,-3.184758425,26,48
"8025",33.450513,-111.48069,12,23
"11411",36.09949,-115.120338,8,41
"9856",33.639837,-112.252506,32,32
"1195",36.13506699,-115.1628952,4,5
"2324",36.21907,-115.276246,5,7
"13644",45.5182009,-73.5699059,34,60
"4281",35.2771088,-81.0268725,8,11
"20861",36.068756,-115.069468,60,261
"22743",33.472248,-112.1348558,111,464
"4595",36.104192,-115.172249,7,11
"17217",55.9771207,-3.171932,36,117
"23093",36.0789703,-115.298266,196,537
"14553",35.97873,-115.099918,3,70
"23667",33.5239412,-112.0484694,169,724
"22517",33.6621511,-112.116849,51,425
"2476",43.0828186,-89.4752387,12,7
"23111",33.52663,-111.925655,11,543
"3580",45.5067878,-73.5664741,3,9
"22797",33.6308784,-112.2382757,139,476
"19538",43.08060017,-89.3760845,27,189
"3800",43.038073,-89.45202,27,10
"20094",33.6115561,-111.8648155,80,215
"14519",33.4257625,-111.9403724,34,70
"11410",33.6405901,-112.0811988,13,41
"7210",45.5242851,-73.5943942,26,19
"1244",33.58140652,-112.1521867,6,5
"21665",36.057686,-115.149962,61,323
"539",36.024612,-115.090381,8,4
"17673",33.6382933,-112.2296431,18,127
"4054",43.0158077,-89.5114459,16,10
"1864",36.1155109,-115.2885083,18,6
"3614",33.4483771,-112.0740373,3,9
"17061",36.0194669,-115.117383,43,113
"20855",36.064736,-115.2491039,14,260
"1574",45.4606335,-73.5671949,11,5
"17256",33.5672601,-111.9259093,77,118
"20923",36.12198338,-115.1714064,43,265
"11603",36.0767759,-115.2428468,3,42
"17626",36.27698215,-115.2084751,30,126
"10634",36.098909,-115.175557,24,36
"21591",33.45655521,-112.3416086,156,316
"8893",33.710985,-112.200326,34,27
"8581",55.95645004,-3.202267885,27,25
"2178",45.5086699,-73.5539925,3,6
"21330",36.01726614,-115.1177073,60,293
"2171",45.4931565,-73.6855584,3,6
"23772",33.7084702,-112.1128928,36,769
"2493",35.15046,-80.837424,4,7
"11542",33.972236,-112.724124,5,42
"22777",36.1242459,-115.3253482,84,472
"1365",45.4789199,-73.6190503,6,5
"18049",33.8655159,-112.1193838,4,138
"18801",36.171235,-115.144061,81,161
"3296",40.439681,-79.957556,5,9
"15091",33.452196,-111.684205,4,77
"15265",33.3060599,-111.9663546,29,80
"17033",33.598922,-112.006669,31,112
"21302",33.3926328,-111.907129,92,291
"14032",36.0765176,-115.1533426,28,64
"4793",35.225217,-80.8362889,7,12
"23675",36.063161,-115.043594,66,727
"21883",33.5173987,-112.0820298,156,344
"3971",33.4122956,-111.5516351,6,10
"6710",40.116715,-88.240606,61,18
"23972",36.11463712,-115.3045221,37,875
"24433",36.15938114,-115.3196533,32,1442
"17268",33.489048,-112.0742127,63,118
"9774",43.0716665,-89.3945332,13,31
"21793",33.6988912,-112.1012409,87,335
"13012",35.135054,-80.736735,40,54
"878",33.31081,-111.772012,10,4
"12068",36.1740679,-115.2611962,18,46
"5547",45.5278473,-73.5913752,9,14
"6303",33.320748,-111.991549,6,16
"15010",33.423305,-111.7733789,18,76
"3244",45.515871,-73.5584674,3,8
"20368",33.4775855,-112.2211945,34,228
"4446",55.9748477,-3.167217,9,11
"6062",55.95744025,-3.240698145,7,15
"8351",33.3777494,-112.073407,8,24
"3304",55.9604557,-3.2015562,14,9
"10519",36.012354,-114.9638691,8,35
"15618",35.310898,-80.7506949,45,86
"15436",36.072377,-115.2428612,16,83
"4679",33.332733,-111.946971,12,12
"2328",45.5146746,-73.5624487,15,7
"20103",45.50949684,-73.57111743,64,215
"10466",33.1372767,-111.5391948,16,35
"6287",36.1444402,-115.174417,6,16
"14215",33.678615,-111.9746066,33,67
"10409",40.418106,-80.045902,5,35
"1463",33.5737729,-111.8621882,9,5
"17206",40.4520568,-80.016509,26,116
"14318",33.5676305,-112.1849087,4,68
"1647",33.4324285,-112.0479151,5,5
"16687",33.53876,-112.063942,16,105
"12278",43.075907,-89.383048,18,47
"20808",35.3093881,-80.7565642,85,257
"19584",33.3192654,-111.9746413,19,191
"3310",40.458703,-79.922447,7,9
"23697",36.12766031,-115.2242177,107,736
"9385",33.393841,-111.842039,10,29
"17512",36.1527867,-115.2423672,66,123
"21775",36.10999572,-115.1736045,194,333
"283",45.5395329,-73.6100815,5,3
"16965",33.4951237,-111.9954348,18,111
"24186",33.655566,-111.92641,469,1040
"21528",33.638669,-112.231662,131,311
"7579",55.9563895,-3.1719866,21,21
"8075",33.36343309,-111.8249642,18,23
"9384",33.4861089,-111.908902,16,29
"21229",33.316873,-112.004102,80,287
"13921",36.1094088,-115.1727107,19,63
"4512",45.5241206,-73.5825818,7,11
"10511",40.4440468,-79.9501742,19,35
"8927",36.159527,-115.242714,20,27
"7303",43.1831306,-89.2127762,21,20
"14811",43.0747765,-89.3875399,47,74
"6333",33.625497,-112.014389,19,16
"23755",35.995577,-115.205172,191,763
"16732",33.3271818,-111.8581737,33,106
"16600",36.1265013,-115.1912003,35,103
"7420",45.5095357,-73.5737875,10,20
"10998",36.1002787,-115.11401,13,38
"23905",36.0601043,-115.045988,204,836
"6571",35.15689255,-80.79437234,21,17
"22945",33.5319917,-111.961716,195,507
"6808",33.6830919,-112.2369447,5,18
"18950",35.151154,-80.841163,33,167
"23178",33.4133505,-111.8759922,105,558
"3331",33.4065491,-112.0812686,4,9
"16743",33.31756062,-111.9683442,27,106
"383",36.0357492,-115.1533426,36,3
"5651",55.9462076,-3.2050595,9,14
"20054",36.1615381,-115.2908583,23,213
"23563",33.3999914,-112.0295117,193,678
"9914",36.0241573,-115.0629783,38,32
"14910",45.5013999,-73.5559053,88,75
"18954",36.0545017,-115.1187611,37,167
"17330",35.081857,-80.72973,7,119
"24590",36.10845843,-115.175769,990,1870
"3092",45.4980974,-73.573191,6,8
"17710",33.6522234,-112.2359245,26,128
"7223",55.9273142,-3.2094638,13,19
"21364",36.2392094,-115.0597299,28,296
"18483",36.10278945,-115.1698896,48,151
"20009",36.1671901,-115.2855925,112,211
"14622",36.2750387,-115.2069002,17,71
"13790",33.493947,-111.922301,22,61
"19468",33.4995106,-111.9272212,97,187
"14031",36.1243686,-115.1685359,18,64
"21777",33.65591254,-111.9281088,57,334
"496",45.540393,-73.6339554,5,3
"500",45.5741233,-73.742358,3,3
"520",49.0115582,8.3950411,34,4
"16088",40.4531335,-80.0013672,39,94
"6134",40.4647518,-79.9370972,17,16
"22568",35.21241613,-80.81802204,28,434
"1396",35.15212638,-80.82791805,32,5
"23027",33.507549,-112.047066,27,521
"6078",45.4830586,-73.7957672,8,16
"24223",33.4558709,-112.0722832,173,1088
"12928",33.45168,-111.916537,35,53
"2837",45.5970243,-73.7222342,4,8
"18553",36.101244,-115.162968,28,153
"19731",40.4484631,-79.9894086,222,198
"21816",36.10822011,-115.1760973,44,337
"12937",33.54023216,-112.0648813,13,53
"24759",33.5014121,-111.9219982,179,3268
"22504",35.9991191,-115.1060048,65,423
"9196",36.144553,-115.136886,5,28
"16768",36.1294227,-115.1424913,38,107
"9414",33.3359364,-111.8763158,5,29
"14133",33.4369077,-111.7182907,24,66
"7977",45.5193311,-73.5554149,20,23
"19552",36.1590906,-115.1721079,47,190
"14527",35.04054965,-80.86140633,36,70
"5428",35.214222,-80.8552364,12,14
"19824",40.41547109,-79.92414328,121,203
"1004",55.9577,-3.18358,6,4
"10157",35.220534,-80.809819,11,33
"14013",36.02021467,-115.0500353,16,64
"17184",33.394432,-111.875578,68,116
"23655",33.4497074,-111.9269618,69,718
"9010",33.278155,-111.8583917,3,27
"21850",43.074452,-89.384122,206,340
"21343",35.21698,-80.854881,72,295
"11897",33.2855105,-111.5634575,5,44
"3219",33.583379,-112.220743,4,8
"4611",36.1274245,-115.170815,3,11
"13282",36.11763049,-115.1723184,23,56
"2881",33.5167259,-112.0648001,18,8
"18493",40.4563601,-79.9150946,19,151
"130",45.570008,-73.7384219,3,3
"23421",33.4215393,-111.9447821,237,628
"15877",36.1988542,-115.2659777,68,90
"18600",33.2664769,-111.9918702,42,155
"6850",33.43545914,-111.8693008,6,18
"273",33.4667116,-112.0044235,6,3
"6177",40.4783789,-79.9555457,8,16
"10492",40.4427809,-79.997066,16,35
"22089",36.2840296,-115.134842,35,365
"20035",33.5675286,-112.0731019,64,212
"6239",43.058557,-89.49701,7,16
"15363",40.4281303,-79.9717986,26,82
"3200",33.6554989,-111.9299197,6,8
"14932",36.1919495,-115.2434183,27,75
"2045",55.957043,-3.1879499,11,6
"16944",43.0730759,-89.3976406,32,110
"19145",33.381225,-111.7544543,39,174
"21005",36.01355679,-115.1183349,223,271
"1696",35.039035,-80.7935959,3,5
"15581",43.0920578,-89.3551271,52,85
"17420",36.1226902,-115.1701939,39,121
"10459",35.174778,-80.839997,39,35
"10454",40.4579855,-79.9352334,9,35
"18410",33.5823409,-111.923883,62,149
"15763",36.19120594,-115.3043241,26,88
"15325",32.880215,-111.681433,24,81
"22877",33.681686,-112.114228,53,492
"8232",35.171874,-80.656173,28,24
"18723",36.06507122,-115.0432097,57,159
"318",35.353006,-80.688579,5,3
"21187",33.4837225,-112.0476668,176,284
"2789",40.4413912,-79.9573696,24,8
"503",43.4763761,-80.5253004,4,3
"11784",36.2391131,-115.232959,31,44
"13805",35.1480246,-80.8333203,45,61
"578",33.6546046,-112.1526954,18,4
"24498",33.4271986,-111.9404992,398,1580
"21971",33.4493093,-112.0717592,161,354
"18512",33.4228623,-111.9364395,42,152
"17965",36.160128,-115.333266,11,135
"2908",43.4196748,-80.4508093,8,8
"20112",43.056786,-89.428984,193,216
"6377",36.0765176,-115.1533426,3,16
"23408",36.14754725,-115.155751,634,623
"8226",40.439226,-80.0017249,26,24
"18074",35.0954529,-80.9386585,26,139
"4798",36.242231,-115.044944,3,12
"6295",45.5354494,-73.5721748,5,16
"1667",40.106437,-88.221653,3,5
"20316",33.6390054,-112.2198136,64,225
"12620",36.04165352,-115.1824157,7,50
"18592",33.39380264,-111.8688049,24,155
"22245",33.39242183,-111.8935349,80,384
"109",49.00895,8.39655,12,3
"16533",33.611744,-111.998591,37,102
"11693",33.5238786,-111.8982772,24,43
"17216",35.130314,-80.7118239,46,117
"8223",33.3937162,-111.8444611,12,24
"5139",33.38891454,-111.8609449,15,13
"7060",55.9750026,-3.1671437,15,19
"10451",40.4417404,-79.95708104,35,35
"19890",36.19307129,-115.3042924,60,206
"24266",36.10351,-115.137613,208,1149
"9970",36.056296,-115.0854457,15,32
"3049",33.4089039,-111.9783494,11,8
"18771",36.124423,-115.146372,10,160
"12640",33.4800898,-111.9825539,38,50
"17854",36.1219011,-115.3148095,77,132
"11740",40.4310764,-80.0072284,24,43
"17362",33.392896,-111.684085,32,120
"2080",33.6401421,-112.1745837,9,6
"8829",40.4378076,-79.9910732,4,26
"11230",33.4630275,-112.3410606,8,40
"7077",45.503009,-73.5552596,9,19
"1078",43.41969414,-80.44813692,3,4
"11912",36.0224814,-115.0502202,35,45
"7234",36.12959525,-115.0926661,20,20
"5462",45.4786701,-73.6035933,18,14
"8790",33.4515512,-112.3583432,3,26
"5085",35.3568505,-80.86880474,21,13
"8900",36.0572757,-115.1586173,18,27
"11849",35.0841853,-80.7314409,11,44
"19212",36.2755528,-115.1446238,40,177
"19740",36.064077,-115.046686,15,198
"17688",33.4659576,-112.0487597,63,128
"17154",33.349315,-111.822416,16,115
"12219",45.5475294,-73.5433995,16,47
"6234",45.51672605,-73.55775833,8,16
"20540",36.0359331,-114.9858822,91,239
"1948",55.9450577,-3.1865445,37,6
"2979",45.5491343,-73.5741785,12,8
"21145",36.30272989,-115.2817287,7,280
"2427",55.9476217,-3.1920548,16,7
"18375",35.145608,-80.936548,74,148
"18597",33.384317,-111.806281,89,155
"8177",40.441985,-79.997909,4,23
"17821",36.055627,-115.2804128,35,131
"8004",33.16124658,-111.5635503,9,23
"8892",33.5814511,-112.1701065,8,27
"23168",33.6379017,-112.2330497,86,557
"1556",33.0683458,-112.0475185,7,5
"13957",33.390352,-111.789837,22,63
"16982",33.62073368,-111.875172,12,111
"22009",33.5854942,-112.013359,161,358
"5381",43.2416769,-89.3437155,9,14
"15772",40.464398,-79.966333,66,88
"18709",35.136257,-80.937187,21,158
"16020",43.1279488,-89.3043635,21,93
"19653",35.9898074,-115.1011919,41,194
"9066",33.21827343,-111.8223185,6,27
"10746",36.2009876,-115.281363,10,37
"13382",36.109511,-115.141935,6,57
"23782",33.6240175,-111.9263943,32,775
"6709",43.050444,-89.325618,27,18
"15390",33.7114452,-112.2731482,19,82
"12930",55.9546382,-3.1111479,36,53
"19493",36.2799228,-115.2068752,16,188
"19957",33.538927,-112.048079,6,208
"13911",35.0970775,-80.77909899,17,63
"20340",35.200825,-80.843796,74,227
"21231",33.538071,-112.165622,109,287
"925",45.4752609,-73.6079542,4,4
"8596",33.5025941,-111.9296765,10,25
"3201",36.165165,-115.156075,10,8
"23651",35.201089,-80.869566,72,714
"2070",40.3954037,-80.0225799,3,6
"12088",45.5346093,-73.582772,32,46
"11530",33.4354452,-112.3428904,32,42
"13083",33.4296817,-112.1003472,8,55
"10785",33.6407,-112.070232,11,37
"22906",36.194443,-115.242827,123,498
"17685",40.456548,-79.93064,55,128
"4101",33.3129825,-111.8416858,8,10
"14996",33.465152,-112.239303,20,76
"15760",55.9589243,-3.1832895,54,88
"23092",36.1191125,-115.2797333,277,537
"14306",33.3794253,-111.9654688,30,68
"7320",43.102896,-89.48674,21,20
"12310",36.16870558,-115.1448871,25,48
"16936",35.96546386,-115.1720965,7,110
"7847",45.5161779,-73.5657819,4,22
"22218",36.16950173,-115.142535,377,380
"3792",33.43296051,-112.0828323,6,10
"9853",33.6532959,-112.2339269,21,32
"23998",33.5819029,-111.9252145,263,893
"8544",40.43071171,-80.00749105,15,25
"4671",33.452835,-111.99018,6,12
"9208",36.1690465,-115.2057348,4,28
"9643",33.60910416,-112.3928452,6,30
"12990",33.4985585,-112.3578056,28,54
"21535",36.03377759,-115.2077812,19,311
"22259",36.2777245,-115.2877003,140,386
"9377",33.547495,-111.92358,15,29
"1352",33.508736,-112.041489,17,5
"7971",33.64948982,-112.3665538,24,23
"3844",45.4735962,-73.6244005,13,10
"22238",33.281813,-111.790304,30,383
"5226",33.641426,-111.983383,3,13
"10587",36.0694212,-115.0819538,8,36
"11867",36.2210061,-115.2158358,3,44
"14231",35.0781059,-80.6543354,42,67
"17709",33.378678,-111.756096,29,128
"8609",33.32042512,-111.6863894,7,25
"1856",45.4850882,-73.8038932,10,6
"1478",55.9459811,-3.2024904,6,5
"12222",36.015643,-115.153742,54,47
"18637",36.1453227,-115.2412796,28,156
"24280",33.530335,-112.047101,403,1158
"9347",36.045999,-115.1722248,12,29
"8572",33.4511231,-112.0983841,3,25
"7331",33.6403359,-112.0936168,9,20
"6231",36.1737819,-115.0626614,4,16
"21438",35.1767226,-80.7978013,92,304
"4800",43.061269,-89.306906,8,12
"11330",45.5177894,-73.5693379,14,40
"17523",33.57815361,-111.9275842,36,124
"22589",33.48691668,-111.9103299,144,438
"22617",36.1960224,-115.2571252,231,444
"13132",33.3820569,-111.6004205,33,55
"1670",33.3852846,-111.964558,3,5
"3024",36.124423,-115.146372,3,8
"24494",33.4946362,-111.9299092,168,1576
"20097",36.2910556,-115.2848169,44,215
"20389",33.5333244,-112.2618978,42,229
"13922",36.2800493,-115.2613293,41,63
"2503",33.304331,-112.054775,29,7
"22156",35.076521,-80.882357,131,372
"13320",33.394432,-111.875578,36,57
"23702",36.013795,-115.117791,126,737
"18582",36.1695131,-115.1417626,16,154
"3594",33.638847,-112.3681609,7,9
"7985",45.5204989,-73.5752802,11,23
"14838",36.0161703,-115.1186951,31,74
"5455",55.94017845,-3.179799917,26,14
"2832",33.508282,-112.048136,20,8
"6437",45.4743687,-73.8361903,9,17
"12027",36.1089964,-115.1536602,6,45
"16314",43.07327762,-89.52563919,72,98
"13603",33.6395442,-112.1737861,29,59
"9097",33.380102,-111.69867,17,28
"11151",36.1105311,-115.2075654,5,39
"17555",35.08056611,-80.83013356,27,124
"13724",33.4806669,-111.9274989,26,61
"20944",33.3811541,-111.7388574,35,267
"11148",45.5020891,-73.5619261,15,39
"11487",36.115598,-115.102678,19,41
"9374",36.01979,-115.15036,17,29
"51",33.537836,-111.902836,5,3
"18578",36.1032073,-115.2794948,20,154
"18667",36.1089964,-115.1536602,20,157
"11191",33.35232,-111.789999,16,39
"1930",36.06824971,-115.1772308,11,6
"13768",35.33737913,-80.93515368,37,61
"16069",35.214297,-80.8553013,28,93
"10794",45.54895274,-73.53524923,12,37
"14782",35.2281289,-80.841488,33,73
"7756",33.37848249,-111.8064537,36,22
"1562",33.2482871,-111.6344838,5,5
"11562",36.1226529,-115.1441793,38,42
"5285",40.095354,-88.1923149,5,13
"11721",40.4286995,-79.9845951,18,43
"4751",45.4554359,-73.7517577,5,12
"1018",35.153939,-80.8317551,5,4
"9145",33.43686128,-111.9993724,7,28
"5250",33.508506,-112.3428209,7,13
"24694",36.115606,-115.172601,818,2471
"11317",36.2769088,-115.2079082,6,40
"12349",55.9620579,-3.1798706,52,48
"4869",33.868744,-112.1387323,3,12
"22941",33.5026882,-111.9320913,155,505
"8192",33.6099821,-112.2211835,7,23
"5744",43.247959,-89.339923,7,15
"9411",36.2777536,-115.2883266,13,29
"12378",35.3692222,-80.7221259,17,48
"381",33.609239,-111.720368,4,3
"1214",45.4698848,-73.8312577,11,5
"14090",36.2402332,-115.1191229,6,65
"22125",33.4148601,-111.9082253,64,369
"18222",40.461955,-79.9501649,77,143
"23324",36.123083,-115.170275,135,596
"16924",40.4343522,-80.0053102,64,110
"13137",33.43408264,-111.9944143,16,55
"19514",36.142636,-115.2217,43,189
"9434",35.2389057,-80.8451103,3,29
"13302",55.9701351,-3.1701971,20,57
"10084",45.5282438,-73.6338179,25,33
"5223",43.061218,-89.486019,8,13
